sector_id,line_code,from_station_id,to_station_id,seq,is_shared
SEC:LSY:J20B_S20C,LSY,J20B,S20C,135,0
SEC:LSY:S20C_S20D,LSY,S20C,S20D,136,0
SEC:LSY:S20D_S20G1,LSY,S20D,S20G1,137,0
SEC:LSY:S20G1_S20G2,LSY,S20G1,S20G2,138,0
SEC:LSY:S20G2_S20G3,LSY,S20G2,S20G3,139,0
SEC:LSY:S20G3_J21A,LSY,S20G3,J21A,140,0
SEC:LSY:J21A_J21B,LSY,J21A,J21B,141,1
SEC:LSY:J21B_S21C,LSY,J21B,S21C,142,0
SEC:LSY:S21C_S21D,LSY,S21C,S21D,143,0
SEC:LSY:S21D_S21G1,LSY,S21D,S21G1,144,0
SEC:LSY:S21G1_S21G2,LSY,S21G1,S21G2,145,0
SEC:LSY:S21G2_S21G3,LSY,S21G2,S21G3,146,0
SEC:LSY:S21G3_J22A,LSY,S21G3,J22A,147,0
SEC:LSY:J22A_J22B,LSY,J22A,J22B,148,1
SEC:LSY:J22B_S22C,LSY,J22B,S22C,149,0
SEC:LSY:S22C_S22D,LSY,S22C,S22D,150,0
SEC:LSY:S22D_S22G1,LSY,S22D,S22G1,151,0
SEC:LSY:S22G1_S22G2,LSY,S22G1,S22G2,152,0
SEC:LSY:S22G2_S22G3,LSY,S22G2,S22G3,153,0
SEC:LSY:S22G3_J23A,LSY,S22G3,J23A,154,0
SEC:LSY:J23A_J23B,LSY,J23A,J23B,155,1
SEC:LSY:J23B_S23C,LSY,J23B,S23C,156,0
SEC:LSY:S23C_S23D,LSY,S23C,S23D,157,0
SEC:LSY:S23D_S23G1,LSY,S23D,S23G1,158,0
SEC:LSY:S23G1_S23G2,LSY,S23G1,S23G2,159,0
SEC:LSY:S23G2_S23G3,LSY,S23G2,S23G3,160,0
SEC:LSY:S23G3_J24A,LSY,S23G3,J24A,161,0
SEC:LSY:J24A_J24B,LSY,J24A,J24B,162,1
SEC:LSY:J24B_S24C,LSY,J24B,S24C,163,0
SEC:LSY:S24C_S24D,LSY,S24C,S24D,164,0
SEC:LSY:S24D_S24G1,LSY,S24D,S24G1,165,0
SEC:LSY:S24G1_S24G2,LSY,S24G1,S24G2,166,0
SEC:LSY:S24G2_S24G3,LSY,S24G2,S24G3,167,0
SEC:LSY:S24G3_J25A,LSY,S24G3,J25A,168,0
SEC:LSY:J25A_J25B,LSY,J25A,J25B,169,1
SEC:LSY:J25B_S25C,LSY,J25B,S25C,170,0
SEC:LSY:S25C_S25D,LSY,S25C,S25D,171,0
SEC:LSY:S25D_S25G1,LSY,S25D,S25G1,172,0
SEC:LSY:S25G1_S25G2,LSY,S25G1,S25G2,173,0
SEC:LSY:S25G2_S25G3,LSY,S25G2,S25G3,174,0
SEC:LSY:S25G3_J26A,LSY,S25G3,J26A,175,0
SEC:LSY:J26A_J26B,LSY,J26A,J26B,176,1
SEC:LSY:J26B_S26C,LSY,J26B,S26C,177,0
SEC:LSY:S26C_S26D,LSY,S26C,S26D,178,0
SEC:LSY:S26D_S26G1,LSY,S26D,S26G1,179,0
SEC:LSY:S26G1_S26G2,LSY,S26G1,S26G2,180,0
SEC:LSY:S26G2_S26G3,LSY,S26G2,S26G3,181,0
SEC:LSY:S26G3_J27A,LSY,S26G3,J27A,182,0
SEC:LSY:J27A_J27B,LSY,J27A,J27B,183,1
SEC:LSY:J27B_S27C,LSY,J27B,S27C,184,0
SEC:LSY:S27C_S27D,LSY,S27C,S27D,185,0
SEC:LSY:S27D_S27G1,LSY,S27D,S27G1,186,0
SEC:LSY:S27G1_S27G2,LSY,S27G1,S27G2,187,0
SEC:LSY:S27G2_S27G3,LSY,S27G2,S27G3,188,0
SEC:LSY:S27G3_J28A,LSY,S27G3,J28A,189,0
SEC:LSY:J28A_J28B,LSY,J28A,J28B,190,1
SEC:LSY:J28B_S28C,LSY,J28B,S28C,191,0
SEC:LSY:S28C_S28D,LSY,S28C,S28D,192,0
SEC:LSY:S28D_S28G1,LSY,S28D,S28G1,193,0
SEC:LSY:S28G1_S28G2,LSY,S28G1,S28G2,194,0
SEC:LSY:S28G2_S28G3,LSY,S28G2,S28G3,195,0
SEC:LSY:S28G3_J29A,LSY,S28G3,J29A,196,0
SEC:LSY:J29A_J29B,LSY,J29A,J29B,197,1
SEC:LSY:J29B_S29C,LSY,J29B,S29C,198,0
SEC:LSY:S29C_S29D,LSY,S29C,S29D,199,0
SEC:LSY:S29D_S29G1,LSY,S29D,S29G1,200,0
SEC:LSY:S29G1_S29G2,LSY,S29G1,S29G2,201,0
SEC:LSY:S29G2_S29G3,LSY,S29G2,S29G3,202,0
SEC:LSY:S29G3_J30A,LSY,S29G3,J30A,203,0
SEC:LSY:J30A_J30B,LSY,J30A,J30B,204,1
SEC:LSY:J30B_S30C,LSY,J30B,S30C,205,0
SEC:LSY:S30C_S30D,LSY,S30C,S30D,206,0
SEC:LSY:S30D_S30G1,LSY,S30D,S30G1,207,0
SEC:LSY:S30G1_S30G2,LSY,S30G1,S30G2,208,0
SEC:LSY:S30G2_S30G3,LSY,S30G2,S30G3,209,0
SEC:LSY:S30G3_J31A,LSY,S30G3,J31A,210,0
SEC:LSY:J31A_J31B,LSY,J31A,J31B,211,1
SEC:LSY:J31B_S31C,LSY,J31B,S31C,212,0
SEC:LSY:S31C_S31D,LSY,S31C,S31D,213,0
SEC:LSY:S31D_S31G1,LSY,S31D,S31G1,214,0
SEC:LSY:S31G1_S31G2,LSY,S31G1,S31G2,215,0
SEC:LSY:S31G2_S31G3,LSY,S31G2,S31G3,216,0
SEC:LSY:S31G3_J32A,LSY,S31G3,J32A,217,0
SEC:LSY:J32A_J32B,LSY,J32A,J32B,218,1
SEC:LSY:J32B_S32C,LSY,J32B,S32C,219,0
SEC:LSY:S32C_S32D,LSY,S32C,S32D,220,0
SEC:LSY:S32D_S32G1,LSY,S32D,S32G1,221,0
SEC:LSY:S32G1_S32G2,LSY,S32G1,S32G2,222,0
SEC:LSY:S32G2_S32G3,LSY,S32G2,S32G3,223,0
SEC:LSY:S32G3_J33A,LSY,S32G3,J33A,224,0
SEC:LSY:J33A_J33B,LSY,J33A,J33B,225,1
SEC:LSY:J33B_S33C,LSY,J33B,S33C,226,0
SEC:LSY:S33C_S33D,LSY,S33C,S33D,227,0
SEC:LSY:S33D_S33G1,LSY,S33D,S33G1,228,0
SEC:LSY:S33G1_S33G2,LSY,S33G1,S33G2,229,0
SEC:LSY:S33G2_S33G3,LSY,S33G2,S33G3,230,0
SEC:LSY:S33G3_J34A,LSY,S33G3,J34A,231,0
SEC:LSY:J34A_J34B,LSY,J34A,J34B,232,1
SEC:LSY:J34B_S34C,LSY,J34B,S34C,233,0
SEC:LSY:S34C_S34D,LSY,S34C,S34D,234,0
SEC:LSY:S34D_S34G1,LSY,S34D,S34G1,235,0
SEC:LSY:S34G1_S34G2,LSY,S34G1,S34G2,236,0
SEC:LSY:S34G2_S34G3,LSY,S34G2,S34G3,237,0
SEC:LSY:S34G3_J35A,LSY,S34G3,J35A,238,0
SEC:LSY:J35A_J35B,LSY,J35A,J35B,239,1
SEC:LSY:J35B_S35C,LSY,J35B,S35C,240,0
SEC:LSY:S35C_S35D,LSY,S35C,S35D,241,0
SEC:LSY:S35D_S35G1,LSY,S35D,S35G1,242,0
SEC:LSY:S35G1_S35G2,LSY,S35G1,S35G2,243,0
SEC:LSY:S35G2_S35G3,LSY,S35G2,S35G3,244,0
SEC:LSY:S35G3_J36A,LSY,S35G3,J36A,245,0
SEC:LSY:J36A_J36B,LSY,J36A,J36B,246,1
SEC:LSY:J36B_S36C,LSY,J36B,S36C,247,0
SEC:LSY:S36C_S36D,LSY,S36C,S36D,248,0
SEC:LSY:S36D_S36G1,LSY,S36D,S36G1,249,0
SEC:LSY:S36G1_S36G2,LSY,S36G1,S36G2,250,0
SEC:LSY:S36G2_S36G3,LSY,S36G2,S36G3,251,0
SEC:LSY:S36G3_J37A,LSY,S36G3,J37A,252,0
SEC:LSY:J37A_J37B,LSY,J37A,J37B,253,1
SEC:LSY:J37B_S37C,LSY,J37B,S37C,254,0
SEC:LSY:S37C_S37D,LSY,S37C,S37D,255,0
SEC:LSY:S37D_S37G1,LSY,S37D,S37G1,256,0
SEC:LSY:S37G1_S37G2,LSY,S37G1,S37G2,257,0
SEC:LSY:S37G2_S37G3,LSY,S37G2,S37G3,258,0
SEC:LSY:S37G3_J38A,LSY,S37G3,J38A,259,0
SEC:LSY:J38A_J38B,LSY,J38A,J38B,260,1
SEC:LSY:J38B_S38C,LSY,J38B,S38C,261,0
SEC:LSY:S38C_S38D,LSY,S38C,S38D,262,0
SEC:LSY:S38D_S38G1,LSY,S38D,S38G1,263,0
SEC:LSY:S38G1_S38G2,LSY,S38G1,S38G2,264,0
SEC:LSY:S38G2_S38G3,LSY,S38G2,S38G3,265,0
SEC:LSY:S38G3_J39A,LSY,S38G3,J39A,266,0
SEC:LSY:J39A_J39B,LSY,J39A,J39B,267,1
SEC:LSY:J39B_S39C,LSY,J39B,S39C,268,0
SEC:LSY:S39C_S39D,LSY,S39C,S39D,269,0
SEC:LSY:S39D_S39G1,LSY,S39D,S39G1,270,0
SEC:LSY:S39G1_S39G2,LSY,S39G1,S39G2,271,0
SEC:LSY:S39G2_S39G3,LSY,S39G2,S39G3,272,0
SEC:LSY:S39G3_J40A,LSY,S39G3,J40A,273,0
SEC:LSY:J40A_J40B,LSY,J40A,J40B,274,1
SEC:LSY:J40B_S40C,LSY,J40B,S40C,275,0
SEC:LSY:S40C_S40D,LSY,S40C,S40D,276,0
SEC:LSY:S40D_S40G1,LSY,S40D,S40G1,277,0
SEC:LSY:S40G1_S40G2,LSY,S40G1,S40G2,278,0
SEC:LSY:S40G2_S40G3,LSY,S40G2,S40G3,279,0
