contract_number,contract_description,contract_award_date,activity_type,nature_of_activity,contract_priority,contract_completion_date,planned_completion_date,number_of_workfronts,access_type,number_of_maximum_access_per_week
KDY14C2,Dense independent DY14C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY14C3,Dense independent DY14C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY15P,Dense independent DY15P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY15C1,Dense independent DY15C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY15C2,Dense independent DY15C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY15C3,Dense independent DY15C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY16P,Dense independent DY16P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY16C1,Dense independent DY16C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY16C2,Dense independent DY16C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY16C3,Dense independent DY16C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY17P,Dense independent DY17P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY17C1,Dense independent DY17C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY17C2,Dense independent DY17C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY17C3,Dense independent DY17C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY18P,Dense independent DY18P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY18C1,Dense independent DY18C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY18C2,Dense independent DY18C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY18C3,Dense independent DY18C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY19P,Dense independent DY19P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY19C1,Dense independent DY19C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY19C2,Dense independent DY19C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY19C3,Dense independent DY19C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY20P,Dense independent DY20P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY20C1,Dense independent DY20C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY20C2,Dense independent DY20C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY20C3,Dense independent DY20C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY21P,Dense independent DY21P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY21C1,Dense independent DY21C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY21C2,Dense independent DY21C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY21C3,Dense independent DY21C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY22P,Dense independent DY22P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY22C1,Dense independent DY22C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY22C2,Dense independent DY22C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY22C3,Dense independent DY22C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY23P,Dense independent DY23P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY23C1,Dense independent DY23C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY23C2,Dense independent DY23C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY23C3,Dense independent DY23C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY24P,Dense independent DY24P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY24C1,Dense independent DY24C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY24C2,Dense independent DY24C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY24C3,Dense independent DY24C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY25P,Dense independent DY25P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY25C1,Dense independent DY25C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY25C2,Dense independent DY25C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY25C3,Dense independent DY25C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY26P,Dense independent DY26P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY26C1,Dense independent DY26C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY26C2,Dense independent DY26C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY26C3,Dense independent DY26C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY27P,Dense independent DY27P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY27C1,Dense independent DY27C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY27C2,Dense independent DY27C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY27C3,Dense independent DY27C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY28P,Dense independent DY28P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY28C1,Dense independent DY28C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY28C2,Dense independent DY28C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY28C3,Dense independent DY28C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY29P,Dense independent DY29P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY29C1,Dense independent DY29C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY29C2,Dense independent DY29C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY29C3,Dense independent DY29C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY30P,Dense independent DY30P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY30C1,Dense independent DY30C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY30C2,Dense independent DY30C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY30C3,Dense independent DY30C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY31P,Dense independent DY31P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY31C1,Dense independent DY31C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY31C2,Dense independent DY31C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY31C3,Dense independent DY31C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY32P,Dense independent DY32P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY32C1,Dense independent DY32C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY32C2,Dense independent DY32C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY32C3,Dense independent DY32C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY33P,Dense independent DY33P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY33C1,Dense independent DY33C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY33C2,Dense independent DY33C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY33C3,Dense independent DY33C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY34P,Dense independent DY34P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY34C1,Dense independent DY34C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY34C2,Dense independent DY34C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY34C3,Dense independent DY34C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY35P,Dense independent DY35P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY35C1,Dense independent DY35C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY35C2,Dense independent DY35C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY35C3,Dense independent DY35C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY36P,Dense independent DY36P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY36C1,Dense independent DY36C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY36C2,Dense independent DY36C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY36C3,Dense independent DY36C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY37P,Dense independent DY37P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY37C1,Dense independent DY37C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY37C2,Dense independent DY37C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY37C3,Dense independent DY37C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY38P,Dense independent DY38P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY38C1,Dense independent DY38C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY38C2,Dense independent DY38C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY38C3,Dense independent DY38C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY39P,Dense independent DY39P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY39C1,Dense independent DY39C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY39C2,Dense independent DY39C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY39C3,Dense independent DY39C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY40P,Dense independent DY40P,2030-06-01,DenseSynthetic,Non-live (Consist),1,2032-09-05,2032-08-08,1,PC,3
KDY40C1,Dense independent DY40C1,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY40C2,Dense independent DY40C2,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDY40C3,Dense independent DY40C3,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,C,3
KDYLIVE,Dense independent DYLIVE,2030-06-01,DenseSynthetic,Live,1,2032-09-05,2032-08-08,1,PM,2
KDYPM,Dense independent DYPM,2030-06-01,DenseSynthetic,Non-live (Others),1,2032-09-05,2032-08-08,1,PM,3
